Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,AcceptedCmpOverall,MntRegularProds,Marital_Status,Education,Kids,TotalPurchases,TotalCampaigns
32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,7,2731,0,1,0,0,0,0,0,1,0,0,40,0,40,Married,Graduation,1,5,0
77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,7,2373,0,0,0,1,0,0,0,0,0,1,1279,0,1279,Together,PhD,0,20,0
50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,6,2180,0,1,0,0,0,0,0,0,1,0,407,0,407,Married,Master,0,15,0
61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,8,2845,0,0,1,0,0,0,0,1,0,0,1775,0,1775,Single,Graduation,0,17,0
49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,7,2397,0,1,0,0,0,0,0,0,0,1,340,0,340,Married,PhD,2,19,0
47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,7,2658,0,0,0,0,1,1,0,0,0,0,460,0,460,Widow,2n Cycle,1,19,0
72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,7,2443,0,0,1,0,0,0,0,1,0,0,1114,0,1114,Single,Graduation,1,17,0
57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,6,2170,0,0,0,1,0,0,0,0,1,0,484,1,484,Together,Master,2,23,1
65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,7,2590,0,1,0,0,0,0,0,1,0,0,222,0,222,Married,Graduation,2,12,0
28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,7,2536,0,0,1,0,0,0,0,1,0,0,40,0,40,Single,Graduation,1,7,0
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,7,2603,0,0,0,1,0,0,0,0,1,0,304,0,304,Together,Master,1,16,0
44931.0,0,1,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,6,2321,0,0,0,1,0,0,0,1,0,0,89,0,89,Together,Graduation,1,7,0
76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,6,2293,1,0,0,0,0,0,0,1,0,0,1032,1,1032,Divorced,Graduation,0,16,2
57247.0,0,1,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,7,2484,0,0,0,1,0,1,0,0,0,0,226,0,226,Together,2n Cycle,1,12,0
22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,6,2347,0,0,1,0,0,0,0,0,1,0,50,0,50,Single,Master,1,9,0
25315.0,1,0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,7,2393,0,0,0,1,0,1,0,0,0,0,32,0,32,Together,2n Cycle,1,9,0
43638.0,0,1,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,8,2851,0,0,0,0,1,0,0,1,0,0,182,0,182,Widow,Graduation,1,11,0
42710.0,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,7,2737,0,0,1,0,0,0,0,0,0,1,304,0,304,Single,PhD,1,14,0
84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,7,2485,0,1,0,0,0,0,0,0,0,1,1919,2,1919,Married,PhD,0,20,3
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,7,2549,0,0,0,1,0,0,0,1,0,0,608,0,608,Together,Graduation,1,20,0
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,6,2272,0,1,0,0,0,1,0,0,0,0,35,0,35,Married,2n Cycle,1,8,0
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,6,2332,0,0,0,0,1,0,0,1,0,0,1554,0,1554,Widow,Graduation,0,14,1
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,6,2367,0,1,0,0,0,0,0,1,0,0,124,0,124,Married,Graduation,1,8,0
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,6,2313,0,1,0,0,0,0,0,1,0,0,41,1,41,Married,Graduation,2,10,2
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,6,2251,0,1,0,0,0,0,0,0,1,0,20,0,20,Married,Master,2,6,0
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,6,2249,0,0,1,0,0,1,0,0,0,0,36,0,36,Single,2n Cycle,2,7,0
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,6,2241,0,0,1,0,0,0,0,1,0,0,57,1,57,Single,Graduation,1,8,2
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,6,2301,0,0,1,0,0,0,0,0,0,1,492,0,492,Single,PhD,1,18,0
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,7,2596,0,1,0,0,0,0,0,1,0,0,120,0,120,Married,Graduation,0,8,0
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,7,2394,0,1,0,0,0,0,0,0,1,0,961,0,961,Married,Master,0,25,1
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,8,2814,0,0,0,1,0,0,0,1,0,0,225,0,225,Together,Graduation,2,16,0
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,7,2644,0,0,1,0,0,0,0,0,0,1,677,0,677,Single,PhD,1,21,0
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,7,2609,0,1,0,0,0,0,0,1,0,0,1661,1,1661,Married,Graduation,0,19,1
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,7,2489,0,1,0,0,0,1,0,0,0,0,47,0,47,Married,2n Cycle,0,8,0
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,7,2562,0,0,0,1,0,0,0,1,0,0,1924,4,1924,Together,Graduation,1,20,5
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,7,2452,0,1,0,0,0,0,0,1,0,0,66,0,66,Married,Graduation,1,7,0
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,7,2537,0,0,1,0,0,0,0,1,0,0,1534,0,1534,Single,Graduation,0,19,0
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,7,2528,0,0,0,1,0,0,0,0,1,0,758,0,758,Together,Master,1,26,0
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,6,2324,0,1,0,0,0,1,0,0,0,0,806,0,806,Married,2n Cycle,1,26,0
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,7,2395,1,0,0,0,0,0,0,0,0,1,307,0,307,Divorced,PhD,1,15,0
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,6,2181,0,0,0,1,0,0,0,0,0,1,225,0,225,Together,PhD,1,12,0
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,7,2730,0,0,1,0,0,0,0,1,0,0,1023,0,1023,Single,Graduation,1,19,0
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,7,2454,0,0,0,1,0,0,0,0,1,0,10,0,10,Together,Master,2,4,0
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,7,2518,0,0,1,0,0,0,0,1,0,0,17,0,17,Single,Graduation,1,4,0
38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,7,2728,0,0,0,1,0,0,0,1,0,0,16,0,16,Together,Graduation,2,4,0
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,8,2814,0,1,0,0,0,0,0,1,0,0,263,0,263,Married,Graduation,1,16,0
38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,6,2312,0,1,0,0,0,0,0,0,0,1,37,0,37,Married,PhD,2,6,0
38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,7,2448,0,0,1,0,0,1,0,0,0,0,153,0,153,Single,2n Cycle,1,11,0
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,7,2491,0,0,0,1,0,0,0,0,0,1,259,0,259,Together,PhD,1,12,0
36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,7,2429,0,1,0,0,0,0,0,0,1,0,62,0,62,Married,Master,1,7,0
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,7,2673,0,1,0,0,0,0,0,0,0,1,1206,3,1206,Married,PhD,1,21,4
51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,6,2248,0,1,0,0,0,0,0,1,0,0,152,0,152,Married,Graduation,2,11,0
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,7,2469,0,1,0,0,0,0,0,1,0,0,42,0,42,Married,Graduation,2,10,0
47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,7,2445,0,0,0,1,0,0,0,0,0,1,67,0,67,Together,PhD,2,8,0
54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,7,2514,0,0,0,1,0,0,0,0,1,0,223,0,223,Together,Master,2,16,0
45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,8,2755,0,1,0,0,0,0,0,0,0,1,213,1,213,Married,PhD,2,15,1
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,7,2627,0,0,0,1,0,0,0,1,0,0,345,0,345,Together,Graduation,1,20,0
47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,7,2411,0,0,0,1,0,1,0,0,0,0,37,0,37,Together,2n Cycle,2,5,0
27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,7,2599,0,1,0,0,0,0,0,0,1,0,91,0,91,Married,Master,0,7,0
39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,6,2246,0,0,0,1,0,0,0,1,0,0,53,0,53,Together,Graduation,1,7,0
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,6,2231,0,0,0,1,0,1,0,0,0,0,54,0,54,Together,2n Cycle,2,11,0
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,8,2803,0,0,0,0,1,0,0,1,0,0,1643,3,1643,Widow,Graduation,0,22,4
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,7,2447,0,1,0,0,0,0,0,0,1,0,600,0,600,Married,Master,1,20,0
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,6,2202,0,0,0,1,0,0,0,1,0,0,443,1,443,Together,Graduation,1,18,1
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,7,2472,0,0,0,1,0,0,0,1,0,0,33,0,33,Together,Graduation,0,6,0
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,8,2784,0,0,1,0,0,0,0,0,0,1,64,0,64,Single,PhD,1,7,1
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,7,2723,0,1,0,0,0,0,0,0,1,0,2066,2,2066,Married,Master,0,21,3
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,7,2390,0,0,1,0,0,0,0,0,1,0,1313,0,1313,Single,Master,0,20,0
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,6,2309,0,0,0,1,0,0,0,1,0,0,33,0,33,Together,Graduation,1,5,0
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,7,2450,0,1,0,0,0,0,0,0,0,1,382,0,382,Married,PhD,0,15,0
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,7,2442,0,0,0,1,0,0,0,0,1,0,39,0,39,Together,Master,1,9,1
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,8,2770,1,0,0,0,0,0,0,1,0,0,54,0,54,Divorced,Graduation,1,6,0
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,7,2412,0,1,0,0,0,0,0,0,1,0,28,0,28,Married,Master,2,6,0
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,7,2549,0,1,0,0,0,1,0,0,0,0,48,0,48,Married,2n Cycle,1,9,0
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,8,2840,0,0,0,1,0,0,0,1,0,0,75,0,75,Together,Graduation,1,10,0
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,7,2652,0,0,1,0,0,0,0,1,0,0,38,0,38,Single,Graduation,1,5,0
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,8,2826,0,0,0,1,0,0,0,1,0,0,720,0,720,Together,Graduation,1,23,0
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,7,2444,0,0,1,0,0,0,0,1,0,0,1097,0,1097,Single,Graduation,0,17,0
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,7,2726,0,1,0,0,0,0,0,0,0,1,545,0,545,Married,PhD,2,20,0
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,7,2678,0,0,0,1,0,0,0,0,1,0,115,0,115,Together,Master,2,11,0
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,7,2706,0,0,1,0,0,0,0,0,1,0,149,0,149,Single,Master,1,12,1
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,6,2297,0,0,0,0,1,0,0,1,0,0,63,0,63,Widow,Graduation,1,7,0
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,7,2634,1,0,0,0,0,0,0,1,0,0,27,0,27,Divorced,Graduation,3,5,0
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,8,2770,0,1,0,0,0,0,1,0,0,0,34,0,34,Married,Basic,1,6,0
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,6,2212,0,1,0,0,0,0,0,1,0,0,1171,1,1171,Married,Graduation,0,18,1
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,7,2473,0,0,1,0,0,0,0,0,1,0,228,0,228,Single,Master,0,12,0
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,7,2505,0,0,0,0,1,0,0,0,1,0,256,0,256,Widow,Master,0,12,0
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,7,2724,0,1,0,0,0,0,1,0,0,0,22,0,22,Married,Basic,1,5,0
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,7,2403,0,1,0,0,0,0,0,1,0,0,35,0,35,Married,Graduation,3,7,0
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,8,2756,0,0,1,0,0,0,0,0,0,1,841,0,841,Single,PhD,0,25,1
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,7,2497,0,1,0,0,0,0,0,1,0,0,349,0,349,Married,Graduation,2,18,0
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,7,2578,0,0,1,0,0,0,0,0,1,0,32,0,32,Single,Master,3,6,0
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,7,2627,0,0,0,0,1,0,0,1,0,0,32,0,32,Widow,Graduation,2,5,0
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,8,2840,0,1,0,0,0,0,0,0,1,0,300,0,300,Married,Master,1,17,0
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,7,2512,0,1,0,0,0,0,0,0,0,1,389,0,389,Married,PhD,1,17,0
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,7,2509,0,0,1,0,0,0,0,1,0,0,63,0,63,Single,Graduation,0,6,0
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,6,2270,0,0,0,0,1,0,0,1,0,0,904,2,904,Widow,Graduation,0,14,2
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,6,2342,0,0,1,0,0,1,0,0,0,0,31,0,31,Single,2n Cycle,1,5,0
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,7,2550,0,1,0,0,0,1,0,0,0,0,874,1,874,Married,2n Cycle,0,21,1
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,7,2684,0,1,0,0,0,0,0,1,0,0,30,0,30,Married,Graduation,1,7,0
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,7,2550,0,0,1,0,0,0,0,1,0,0,1047,0,1047,Single,Graduation,1,20,0
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,8,2805,0,0,0,1,0,0,0,1,0,0,1808,0,1808,Together,Graduation,1,34,1
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,8,2820,1,0,0,0,0,0,0,0,0,1,95,0,95,Divorced,PhD,2,9,0
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,7,2717,0,0,1,0,0,0,0,1,0,0,188,0,188,Single,Graduation,1,12,0
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,7,2381,0,1,0,0,0,0,0,0,0,1,1556,0,1556,Married,PhD,1,25,0
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,6,2175,0,0,0,1,0,0,0,0,0,1,909,0,909,Together,PhD,0,14,0
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,6,2324,0,1,0,0,0,1,0,0,0,0,806,0,806,Married,2n Cycle,1,26,0
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,6,2293,0,0,1,0,0,1,0,0,0,0,63,1,63,Single,2n Cycle,0,7,2
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,7,2596,0,0,1,0,0,0,0,1,0,0,1508,0,1508,Single,Graduation,0,21,1
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,6,2270,1,0,0,0,0,0,0,1,0,0,15,0,15,Divorced,Graduation,3,4,0
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,7,2549,0,0,1,0,0,0,0,1,0,0,1212,0,1212,Single,Graduation,0,32,0
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,7,2696,0,1,0,0,0,0,0,1,0,0,345,0,345,Married,Graduation,1,14,0
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,8,2798,1,0,0,0,0,0,0,0,1,0,1408,0,1408,Divorced,Master,1,26,1
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,7,2394,0,1,0,0,0,0,0,1,0,0,1106,1,1106,Married,Graduation,1,18,1
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,8,2791,0,0,0,1,0,0,0,1,0,0,846,0,846,Together,Graduation,1,26,0
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,6,2206,0,0,0,1,0,0,0,0,0,1,1322,0,1322,Together,PhD,0,21,0
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,7,2705,1,0,0,0,0,0,0,0,0,1,1282,0,1282,Divorced,PhD,1,23,0
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,7,2577,0,0,1,0,0,0,0,1,0,0,342,1,342,Single,Graduation,1,15,1
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,7,2635,0,0,0,1,0,0,0,0,1,0,2105,2,2105,Together,Master,0,13,3
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,7,2474,0,1,0,0,0,0,0,0,0,1,224,0,224,Married,PhD,2,17,0
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,7,2683,0,0,0,1,0,0,0,1,0,0,1517,2,1517,Together,Graduation,0,30,3
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,6,2357,1,0,0,0,0,0,0,0,1,0,216,0,216,Divorced,Master,1,11,0
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,6,2196,0,1,0,0,0,0,0,0,1,0,1042,0,1042,Married,Master,1,28,0
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,7,2445,0,0,0,1,0,0,0,1,0,0,453,0,453,Together,Graduation,1,17,0
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,6,2291,0,0,1,0,0,0,0,0,1,0,1970,1,1970,Single,Master,0,19,1
29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,8,2830,0,0,0,1,0,0,0,1,0,0,42,0,42,Together,Graduation,1,6,0
67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,8,2845,0,1,0,0,0,0,0,1,0,0,1163,0,1163,Married,Graduation,1,32,0
50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,6,2236,0,0,0,1,0,0,0,0,0,1,58,0,58,Together,PhD,1,7,0
49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,8,2854,1,0,0,0,0,0,0,1,0,0,348,0,348,Divorced,Graduation,1,15,0
61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,6,2335,0,0,0,1,0,0,0,1,0,0,150,0,150,Together,Graduation,1,10,0
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,8,2804,0,0,0,1,0,1,0,0,0,0,185,0,185,Together,2n Cycle,0,11,0
73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,7,2461,0,0,0,1,0,0,0,0,0,1,1024,0,1024,Together,PhD,1,26,0
46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,7,2410,0,0,1,0,0,0,0,0,0,1,147,1,147,Single,PhD,3,12,1
56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,7,2728,0,0,0,1,0,0,0,1,0,0,592,0,592,Together,Graduation,1,22,0
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,7,2386,0,1,0,0,0,0,0,1,0,0,16,0,16,Married,Graduation,1,4,0
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,6,2345,0,0,0,0,1,0,0,1,0,0,913,0,913,Widow,Graduation,1,24,0
25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,8,2819,0,1,0,0,0,0,1,0,0,0,63,0,63,Married,Basic,0,6,0
14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,7,2703,0,0,0,1,0,0,0,0,1,0,24,0,24,Together,Master,0,5,0
18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,7,2707,0,1,0,0,0,0,0,1,0,0,41,0,41,Married,Graduation,0,5,0
45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,7,2568,0,0,0,1,0,0,0,0,0,1,17,0,17,Together,PhD,1,4,0
21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,7,2436,0,0,1,0,0,0,1,0,0,0,44,0,44,Single,Basic,1,7,0
29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,7,2575,0,1,0,0,0,0,0,0,0,1,32,0,32,Married,PhD,1,5,0
